title,author_name,image_url,num_pages,average_rating,text_reviews_count,description,5_star_rating_counts,4_star_rating_counts,3_star_rating_counts,2_star_rating_counts,1_star_rating_counts,total_rating_counts,genres
The Book of Evidence The Freddie Montgomery Trilogy 1,John Banville,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.71,412,Returning to Ireland to reclaim a painting that is part of his patrimony a thirtyeightyearold man commits a ghastly and motiveless murder which he confesses in a novellength narrative,1018,1625,1089,399,129,4260,"short, irlanda, in-english, art, 1001-books-to-read-before-you-die, crime, unfinished, john-banville, book-series, mystery, novels, could-not-finish, e-book, novel, irish-lit, irish-authors, favorites, booker, contemporary, 1001-book-list, cultural, 1001-to-read, 1001-tbr, crime-mystery, to-read, adult, library, my-library, 1001-import, default, owned, 20th-century, ebook, 1001-books-challenge, to-read-fiction, fiction-english, booker-prize, currently-reading, fiction, 1001-before-you-die, english-literature, contemporary-fiction, modern-fiction, e-books, mystery-thriller, series, unreliable-narrator, murder, booker-shortlist, read-2015, wish-list, classics, cultural-ireland, lit, personal-library, 1980s, british, bookclub, calibre, 1001-books, general-fiction, ireland, 200, read-for-school, 1001-read, books, 1001-books-list, books-i-own, thriller, my-books, owned-books, fiction-to-read, banville, literary-fiction, 1001-books-1900s, man-booker, dnf, ebooks, booker-short-list, irish-fiction, european-literature, to-buy, 1001-books-tbr, irish, maybe, 1001-books-2006, abandoned, literary, suspense, digital, irish-literature, man-booker-shortlist, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, man-booker-prize, literature, book-club"
A Challenge to the Critics Scholarly Evidences of the Book of Mormon,Diane E. Wirth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421750523l/175._SX98_.jpg,0,4.0,2,A Challenge to the Critics is a carefully documented book that covers a wide spectrum of antiMormon claims concerning the Book of Mormon It systematically exposes fraudulent assertions by presenting irrefutable evidences drawn from the findings of historians anthropologists and archaeologists Intriguing topics such as the Smithsonian statement metal plates stone boxes wordprints chiasmus and Hebraisms are discussed as well as early codices ancient American scripts and reformed Egyptian Other important themes include the Nephite monetary system the wheel and the existence of elephants horses and bees in ancient America The author also provides evidence and new insights concerning the Jaredite Mulekite and Israelite origins The Lehi Tree of Life stone figures prominently in this discussion and most significant is the evidence given concerning the coming of Christ to the Americas In a decisive and straightforward style this carefully researched book establishes a major challenge to antiMormon critics carefully exposing many of the misrepresentations false assertions and unsubstantiated claims of those who have attacked the veracity of the Book of Mormon as scripture revealed by God,5,3,2,0,1,11,to-read
Little Known Evidences of the Book of Mormon,Brenton G. Yorgason,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.81,7,I have know him as a mster storyteller Now meet Brenton G Yorgason as an entertaining historical scholar Dr Yorgason begins this narrative by sharing his initial personal encounter with reading the Book of Mormon as well as his own experience of reading the book years later on a long flight to the land where Lehi and Nephi begin their account He then explores interesting and insightful facts about the Books of Mormon This he does by delving into little known details surrounding the receiving of the golden plates by Joseph Smith as well as by presenting an understanding of the actual translation of these plates He then identifies physical evidences that point further to the books divinity,21,16,11,6,3,57,"i-own, lds, non-fiction, to-read"
A Wrinkle in Time A Guide for Using A Wrinkle in Time in the Classroom,John Carratello,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376428025l/177._SX98_.jpg,48,4.15,0,This resource is directly related to its literature equivalent and filled with a variety of crosscurricular lessons to do before during and after reading the book This reproducible book includes sample plans author information vocabulary building ideas crosscurriculum activities sectional activities and quizzes unit tests and ideas for culminating and extending the novel,12,2,3,3,0,20,to-read
A Wrinkle in Time by Madeleine LEngle Study Guide,Teri Shagoury,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422348036l/178._SX98_.jpg,0,4.16,7,On a dark and stormy night Meg Murry and her family are visited by a stranger who surprises them by announcing that there is such a thing as a tesseract Two years earlier Megs father had disappeared while conducting experiments with a tesseract a method of traveling through the fifth dimension Now Meg her brother Charles Wallace and their friend Calvin must journey across time and space to find Megs father Though they are aided by three mysterious women they must rely on their own skillsand in Megs case her faultsto rescue Mr Murry from the forces of evil 1963 Newbery Medal winner Setting Imaginative,27,7,11,4,0,49,"currently-reading, kids, to-read"
A Wrinkle in Time LitPlan Teacher Pack,Mary B. Collins,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422349415l/179._SX98_.jpg,0,3.73,0,Complete lesson plans for teaching LEngles A Wrinkle in Time Includes introduction to the unit unit objectives reading assignments unit outline study questions short answer studyquiz questions multiple choice vocabulary worksheets daily lessons planned related nonfiction reading assignment oral reading evaluation biographical info about the author three detailed writing assignments inform persuade personal opinion vocabulary review games amp activities unit review games amp activities at least one group activity assignment discussion questions on all levels factual critical interpretive personal response 2 short answer unit tests 2 multiple choice unit tests 1 advanced short answer unit test unit and vocabulary crossword puzzles unit and vocabulary extra worksheets amp games bulletin board ideas readytocopy student materials answer keys and more,5,1,2,3,0,11,to-read
Wrinkles in Time,George Smoot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,360,4.02,39,In April 1992 a discovery was made that changed the way we view the world Dr George Smoot a distinguished cosmologist and adventurer whose quest for cosmic knowledge had taken him from the Brazilian rain forest to the South Pole unveiled his momentous discovery bringing to light the very nature of the universe For anyone who has ever looked up at the night sky and wondered for anyone who has ever longed to pull aside the fabric of the universe for a glimpse of what lies behind it Wrinkles in Time is the story of Smoots search to uncover the cosmic seeds of the universeWrinkles in Time is the Double Helix of cosmology an intimate look at the inner world of men and women who ask Why are we here It tells the story of George Smoots dogged pursuit of the cosmic wrinkles in the frozen wastes of Antarctica on mountaintops in experiments borne aloft aboard highaltitude balloons U2 spy planes and finally a space satellite Wrinkles in Time presents the hard science behind the structured violence of the big bang theory through breathtakingly clear lucid images and meaningful comparisons Scientists and nonscientists alike can follow with rapt attention the story of how in a fiery creation wrinkles formed in space ultimately to become stars galaxies and even greater delicate structures Anyone can appreciate the implications of a universe whose end is written in its beginnings whose course developed according to a kind of cosmic DNA which guided the universe from simplicity and symmetry to evergreater complexity and structure As controversial as it may seem today Wrinkles in Time reveals truths that in an earlier century would have doomed its proclaimers to the fiery stake For four thousand years some people have accepted the Genesis account of cosmic origin for most of this century scientists debated two rival scientific explanations known as the steady state and big bang theories And now Wrinkles in Time tells what really happened The personal story behind astrophysicist George Smoots incredible discovery of the origin of the cosmos hailed by Stephen Hawking as The scientific discovery of the century if not of all time,466,392,248,68,19,1193,"science-and-mathematics, my-library, science-physics, science, default, owned, to-buy, science-and-math, lost, astronomy, cosmology, currently-reading, history, abandoned, physics, not-read, sciences, non-fiction, english, biography, math-science, pop-sci, nonfiction, astrophysics, popular-science, favorites, fisica, owned-books, space, history-of-science, to-read"
A Wrinkle in Time With Related Readings A Wrinkle in Time Quintet 1,Madeleine L'Engle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340994854l/181._SX98_.jpg,250,3.99,34437,Now 40 years after A Wrinkle in Time was first published to become one of the landmark books in childrens literature Square Fish is proud to present this Newbery Medal winner completely redesigned and with bonus material including an appreciation by Anna Quindlen a new interview with Madeleine LEngle and the authors Newbery Medal acceptance speechEveryone in town thinks Meg is volatile and dullwitted and that her younger brother Charles Wallace is dumb People are also saying that their father has run off and left their brilliant scientist mother Spurred on by these rumors Meg and Charles Wallace along with their new friend Calvin embark on a perilous quest through space to find their father In doing so they must travel behind the shadow of an evil power that is darkening the cosmos one planet at a timeYoung people who have trouble finding their place in the world will connect with the misfit characters in this provocative story This is no superhero tale nor is it science fiction although it shares elements of both The travelers must rely on their individual and collective strengths delving deep into their characters to find answersA classic since 1962 Madeleine LEngles A Wrinkle in Time is sophisticated in concept yet warm in tone with mystery and love coursing through its pages Megs shattering yet ultimately freeing discovery that her father is not omnipotent provides a satisfying comingofage element Readers will feel a sense of power as they travel with these three children challenging concepts of time space and the power of good over evil Ages 9 to 12 One stormy night a strange visitor comes to the Murry house and beckons Meg her brother Charles Wallace and their friend Calvin OKeefe on a most dangerous and fantastic journey—a journey that will threaten their lives and our universeMeg Murray her little brother Charles Wallace and their mother are having a midnight snack on a dark and stormy night when an unearthly stranger appears at their door He claims to have been blown off course and goes on to tell them that there is such a thing as a tesseract which if you didnt know is a wrinkle in timeMegs father had been experimenting with timetravel when he suddenly disappeared Will Meg Charles Wallace and their friend Calvin outwit the forces of evil as they search through space for their father,433883,335221,204613,65262,35269,1074248,"favorite-books, all-time-favorites, childhood-reads, childhood-favorites, fantasy-scifi, childhood, audiobooks, middle-grade, childrens, novels, family, fantasy-sci-fi, children-s-books, female-author, teen, novel, favorites, children-s-fiction, to-read, library, my-library, banned-books, default, owned, science, ebook, read-again, audio-book, currently-reading, fiction, children-s-literature, read-in-2017, childrens-lit, young-adult-fiction, young-adult, ya-fiction, newbery, science-fiction-fantasy, children-s-lit, series, time-travel, ya, newbery-medal, read-2018, magic, speculative-fiction, classics, favourites, childhood-books, adventure, sci-fi, ya-fantasy, audio-books, science-fiction, juvenile, reread, 2018-reads, audiobook, children-young-adult, scifi, to-reread, read-in-2018, school, children-s, scifi-fantasy, read-for-school, audio, kid-lit, juvenile-fiction, school-books, books-i-own, read-aloud, my-books, owned-books, dnf, to-re-read, sf, re-read, youth, to-buy, childrens-literature, childrens-books, chapter-books, read-as-a-kid, 2018-books, children, abandoned, did-not-finish, kindle, kids-books, kids, fantasy, classic, i-own, middle-school, sci-fi-fantasy, own-it, literature, book-club"
Literature Circle Guide A Wrinkle in Time,Tara MacCarthy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328869405l/182._SX98_.jpg,32,3.6,0,This oneofakind guide to running literature circles based on Madeline L’Engle’s A Wrinkle in Time shows teachers how to organize small discussion groups that work Includes stimulating questions and writing prompts that motivate students to think and respond thoughtfully As students dive into lively discussions they learn to identify themes analyze vocabulary recognize the author’s craft and respond meaningfully to the text—all of which meet state and national language arts standards For use with Grades 48,6,3,2,2,2,15,to-read
Empress in the Wrinkle of Time The KnightKing Chronicle,Valerie Metcalf Estoye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,508,4.25,0,Taisonn Donsibi is a cyborg an empress of a distant and mysterious world and an extraordinary beauty She inherited powerful talents from her father a Mirrorian And she knows what the future holds for the Galaxy because shes been there She has come back in time to change it because if she didnt there would be no future at all At least not for humans But to change the future she must enlist the help of a powerful rulerthe Knight King Chehadato turn back an invasion Or kill him before he brings on that horrible future himself What Empress Taisonn and KnightKing Chehada do not realize though is that the invasion and the enemy are much closer than either could have ever imagined,3,0,0,1,0,4,to-read
Wrinkles in Time Imprint of Creation,George Smoot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,4.02,39,In April 1992 a discovery was made that changed the way we view the world Dr Smoot distinguished cosmologist and adventurer whose quest for cosmic knowledge had taken him from the Brazilian rain forest to the South Pole unveiled his momentous discovery bringing to light the very nature of the universe For anyone who has ever looked up at the night sky and wondered for anyone who has ever longed to pull aside the fabric of the universe for a glimpse of what lies behind it Wrinkles in Time is the story of Smoots search to uncover the cosmic seeds of the universe Wrinkles in Time is the Double Helix of cosmology an intimate look at the inner world of men and women who ask “Why are we here” It tells the story of George Smoots dogged pursuit of the cosmic wrinkles in the frozen wastes of Antarctica on mountaintops in experiments borne aloft aboard highaltitude balloons U2 spy planes amp finally a space satellite Wrinkles in Time presents the hard science behind the structured violence of the big bang theory through breathtakingly clear lucid images and meaningful comparisons Scientists and nonscientists alike can follow with rapt attention the story of how in a fiery creation wrinkles formed in space ultimately to become stars galaxies and even greater structures Anyone can appreciate the implications of a universe whose end is written in its beginnings—whose course developed according to a kind of cosmic DNA which guided the universe from simplicity and symmetry to evergreater complexity and structure As controversial as it may seem today Wrinkles in Time reveals truths that in an earlier century would have doomed its proclaimers to the fiery stake For four thousand years some have accepted the Genesis account of cosmic origins for most of this century scientists debated two rival scientific explanations known as the steady state and big bang theories And now Wrinkles in Time tells what really happened8 pages of color photographs50 line drawingsGeorge Smoot attended the Massachusetts Institute of Technology where he received his BA in mathematics and physics in 1966 and his PhD in 1970 Since 1974 he has worked on NASAs Cosmic Background Explorer COBE satellite leading the instrument team that detected cosmic “seeds” A researcher at the Lawrence Berkeley Laboratory he is also a member of the Center for Particle Astrophysics and the Space Sciences Laboratory both at the University of California BerkeleyKeay Davidson is an awardwinning science writer for the San Francisco Examiner He also writes a popular weekly syndicated column “Down to a Science” He lives in San Francisco Table of Contents PrefaceChapter 1 In the beginning Chapter 2 The dark night skyChapter 3 The expanding universeChapter 4 Cosmological conflict Chapter 5 In search of antiworldsChapter 6 Spy in the sky Chapter 7 A different universe Chapter 8 The heart of darknessChapter 9 The inflationary universeChapter 10 The promise of space Chapter 11 COBE The AftermathChapter 12 First glimpse of wrinklesChapter 13 An awful place to do scienceChapter 14 Toward the ultimate questionAppendix Contributors to COBETo Dig Deeper Further ReadingsAcknowledgmentsIndex,466,392,248,68,19,1193,"science-and-mathematics, my-library, science-physics, science, default, owned, to-buy, science-and-math, lost, astronomy, cosmology, currently-reading, history, abandoned, physics, not-read, sciences, non-fiction, english, biography, math-science, pop-sci, nonfiction, astrophysics, popular-science, favorites, fisica, owned-books, space, history-of-science, to-read"
Madeleine LEngle Author of A Wrinkle in Time People in Focus,Doreen Gonzales,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,4.3,6,Gonzales addresses her audience in a style and tone that are easily accessible and clearly up to the job of presenting a wellknown author who has some fairly complex philosophical ideas and an unusual although not iconoclastic lifestyle LEngle comes across as a woman with an abiding commitment to her family as well as a lifelong lust for learning and the more spiritual aspects of existence There are a couple of awkward phrasings and a few places where unexplained questions persist Some of the books success is due to the authors direct contact with her subject Gonzales has obviously interviewed her extensively The bibliography is modest enough to entice rather than threaten reluctant younger readers and yet comprehensive enough to suggest to more scholarly readers that Gonzales has done her homework While she is admiring and discreet she has not sheltered or distorted the facts even LEngles irritability in the morning hours comes through The one shortfall of the book is the poor quality of some of the blackandwhite photographs Still their informality and their unique if somewhat secondrate photographic technique give a sense of history to one of the great women in childrens literature Ruth K MacDonald Purdue University Calumet Hammond IN,34,18,10,1,1,64,"kid, fiction, biography, to-read, non-fiction, young-adult"
A Wrinkle in Time A Reading Guide,Manuela Soares,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.7800000000000002,0,A Wrinkle in Time by Madeline LEngle is a favorite middlegrade novel This companion gives background on the author including an interview questions to guide reading clues to themes plot characters and setting of the book a glossary writing and other activities and more If you loved A Wrinkle in Time you need this reading companion,4,1,3,0,1,9,to-read
A Wrinkle in Time A Wrinkle in Time Quintet 1,Madeleine L'Engle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.99,34437,It was a dark and stormy nightOut of this wild night a strange visitor comes to the Murry house and beckons Meg her brother Charles Wallace and their friend Calvin OKeefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universeWinner of the 1963 Newbery Medal A Wrinkle in Time is the first book in Madeleine LEngles classic Time Quintet,433883,335221,204613,65262,35269,1074248,"favorite-books, all-time-favorites, childhood-reads, childhood-favorites, fantasy-scifi, childhood, audiobooks, middle-grade, childrens, novels, family, fantasy-sci-fi, children-s-books, female-author, teen, novel, favorites, children-s-fiction, to-read, library, my-library, banned-books, default, owned, science, ebook, read-again, audio-book, currently-reading, fiction, children-s-literature, read-in-2017, childrens-lit, young-adult-fiction, young-adult, ya-fiction, newbery, science-fiction-fantasy, children-s-lit, series, time-travel, ya, newbery-medal, read-2018, magic, speculative-fiction, classics, favourites, childhood-books, adventure, sci-fi, ya-fantasy, audio-books, science-fiction, juvenile, reread, 2018-reads, audiobook, children-young-adult, scifi, to-reread, read-in-2018, school, children-s, scifi-fantasy, read-for-school, audio, kid-lit, juvenile-fiction, school-books, books-i-own, read-aloud, my-books, owned-books, dnf, to-re-read, sf, re-read, youth, to-buy, childrens-literature, childrens-books, chapter-books, read-as-a-kid, 2018-books, children, abandoned, did-not-finish, kindle, kids-books, kids, fantasy, classic, i-own, middle-school, sci-fi-fantasy, own-it, literature, book-club"
A Wrinkle in Time A Wrinkle in Time Quintet 1,Madeleine L'Engle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340996235l/194._SX98_.jpg,0,3.99,34437,It was a dark and stormy nightOut of this wild night a strange visitor comes to the Murry house and beckons Meg her brother Charles Wallace and their friend Calvin OKeefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universeWinner of the 1963 Newbery Medal A Wrinkle in Time is the first book in Madeleine LEngles classic Time Quintet,433883,335221,204613,65262,35269,1074248,"favorite-books, all-time-favorites, childhood-reads, childhood-favorites, fantasy-scifi, childhood, audiobooks, middle-grade, childrens, novels, family, fantasy-sci-fi, children-s-books, female-author, teen, novel, favorites, children-s-fiction, to-read, library, my-library, banned-books, default, owned, science, ebook, read-again, audio-book, currently-reading, fiction, children-s-literature, read-in-2017, childrens-lit, young-adult-fiction, young-adult, ya-fiction, newbery, science-fiction-fantasy, children-s-lit, series, time-travel, ya, newbery-medal, read-2018, magic, speculative-fiction, classics, favourites, childhood-books, adventure, sci-fi, ya-fantasy, audio-books, science-fiction, juvenile, reread, 2018-reads, audiobook, children-young-adult, scifi, to-reread, read-in-2018, school, children-s, scifi-fantasy, read-for-school, audio, kid-lit, juvenile-fiction, school-books, books-i-own, read-aloud, my-books, owned-books, dnf, to-re-read, sf, re-read, youth, to-buy, childrens-literature, childrens-books, chapter-books, read-as-a-kid, 2018-books, children, abandoned, did-not-finish, kindle, kids-books, kids, fantasy, classic, i-own, middle-school, sci-fi-fantasy, own-it, literature, book-club"
A Wrinkle in Time Teacher Guide,Anne Troy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424300617l/197._SX98_.jpg,32,4.05,2,This timesaving easytouse teacher guide includes inspiring lesson plans which provide a comprehensive novel unitthe legwork is done for you The guide incorporates essential reading writing and thinking practice This is NOT the paperback novel,11,4,5,1,1,22,"currently-reading, to-read"
A Wrinkle in Time Teaching Unit,James      Scott,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424348128l/198._SX98_.jpg,53,4.27,0,A Wrinkle in Time by Madeleine LEngle is a sciencefantasy story that depicts the battle between good and evil The Teaching Unit for A Wrinkle in Time gives you a comprehensive academic framework that saves you hours of prep work You can rely on this wellresearched unit as a strong base for your lesson plan — it was written by one of our seasoned educators with your needs in mind Every Teaching Unit contains • A list of academic objectives your students will meet • Questions for essay and discussion • A list of literary terms used in the book with definitions • A test consisting of multiplechoice questions and freeresponse essay writing prompts • A chapterbychapter study guide consisting of vocabulary and questions about the books plot characters literary techniques and more • Answer keys for the multiplechoice test and studyguide questions Teaching Units are best used to teach students who are on grade level or in College Prep classes,7,1,2,1,0,11,to-read
A Wrinkle in Time Student Packet,"Novel Units, Inc.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424778736l/200._SX98_.jpg,0,4.0,0,Robust multiplelevel reproducibles offer solutions based on the latest reading strategies The packet includes contentrich activity sheets quizzes and a final exam for direct student use,5,1,2,0,1,9,to-read
The Long Shadow The Morland Dynasty 6,Cynthia Harrod-Eagles,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,367,4.12,22,1670 Charles II and James IIMorland Place has flourished under Ralphs stewardship while Annunciata is a great lady of the Court Splendid futures seem to be promised for her children but the religious rift opened by Henry VIII has never been fully healed and conflict resurfaces at the accession of the Catholic James II Frightening times ensue when it is impossible to know who to trust Annunciata herself is put on trial while jealousy betrayal and sudden death threaten her family And in the shadow of revolution comes a new love to Annunciata one that can only lead to tragedy,195,177,94,16,3,485,"library, romance, owned, morland, 17th-century, morland-dynasty-series, historical-fiction, currently-reading, fiction, history, fiction-historical, moreland-dynasty, kindle, stuart, morland-dynasty, historical, series, cynthia-harrod-eagles, england, family-saga, historical-romance, wish-list, to-read"
A Long Shadow Inspector Ian Rutledge 8,Charles Todd,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,352,4.12,303,Seamless in its storytelling and enthralling in its plottingFt Lauderdale SunSentinelDark and remarkableOnce Todd grabs you theres no putting the novel down Detroit Free PressThe WinstonSalem Journal declares that like P D James and Ruth Rendell Charles Todd writes novels that transcend genre A Long Shadow proves that statement true beyond the shadow of a doubt Once again featuring Todds extraordinary protagonist Scotland Yard investigator and shellshocked World War One veteran Inspector Ian Rutledge A Long Shadow immerses readers in the sights and sounds of postwar Great Britain as the damaged policeman pursues answers to a constables slaying and the threeyearold mystery of a young girls disappearance in a tiny Northamptonshire village Read Todds A Long Shadow and see why the Washington Post calls the Rutledge crime novels one of the best historical series being written today,1404,1939,751,57,11,4162,"krimi, 2016-challenge, action, crime, inspector-ian-rutledge, scribd, books-i-have, detective, historic-fiction, mystery, murder-mystery, reviewed, post-ww1, audiobooks, ian-rutledge, wwi, overdrive, english-mysteries, cozy-mystery, mystery-historical, print, favorites, british-mysteries, borrowed, scotland-yard, library-reads, crime-mystery, read-2020, mystery-series, to-read, great-war, inspector-ian-rutledge-mystery, adult, library, default, owned, 20th-century, ebook, charles-todd, todd-charles, audio-book, currently-reading, fiction, ww1, read-in-2017, world-war-i, read-in-2013, inspector-rutledge, want-to-buy, todd, e-books, crime-fiction, mystery-thriller, series, police-procedurals, murder, england, charles-todd-ian-rutledge, war, set-in-england, wish-list, thriller-mystery, britain, mystery-crime-suspense, library-books, historical-fiction, british, historical-mysteries, audiobook, police, police-procedural, british-mystery, fiction-mystery, united-kingdom, mystery-police, tbr, audio, mystery-crime, todd-charles-ian-rutledge, to-read-own, favorite-authors, books-i-own, thriller, library-loan, mystery-suspense, wwi-related, next-in-series, favorite-series, shell-shock, history, suspense, mysteries-historical, mysteries, kindle, historical, finished, read-in-2020, five-stars, 2006, historical-mystery"
Vicksburgs Long Shadow The Civil War Legacy of Race and Remembrance,Christopher Waldrep,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,344,3.29,4,During the hottest days of the summer of 1863 while the nations attention was focused on a small town in Pennsylvania known as Gettysburg another momentous battle was being fought along the banks of the Mississippi In the longest single campaign of the war the siege of Vicksburg left 19000 dead and wounded on both sides gave the Union Army control of the Mississippi and left the Confederacy cut in half In this highlyanticipated new work Christopher Waldrep takes a fresh look at how the Vicksburg campaign was fought and remembered He begins with a gripping account of the battle deftly recounting the experiences of AfricanAmerican troops fighting for the Union Waldrep shows how as the scars of battle faded the memory of the war was shaped both by the Northerners who controlled the battlefield and by the legacies of race and slavery that played out over the decades that followed,3,3,4,3,1,14,"history, to-read"
A Shadow in Summer Long Price Quartet 1,Daniel Abraham,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,331,3.61,780,The citystate of Saraykeht dominates the Summer Cities Its wealth is beyond measure its port is open to all the merchants of the world and its ruler the Khai Saraykeht commands forces to rival the Gods Commerce and trade fill the streets with a hundred languages and the coffers of the wealthy with jewels and gold Any desire however exotic or base can be satisfied in its soft quarter Blissfully ignorant of the forces that fuel their prosperity the people live and work secure in the knowledge that their city is a bastion of progress in a harsh world It would be a tragedy if it fellSaraykeht is poised on the knifeedge of disasterAt the heart of the citys influence are the poetsorcerer Heshai and the captive spirit Seedless whom he controls For all his power Heshai is weak haunted by memories of shame and humiliation A man faced with constant reminders of his responsibilities and his failures he is the linchpin and the most vulnerable point in Saraykehts greatnessFar to the west the armies of Galt have conquered many lands To take Saraykeht they must first destroy the trade upon which its prosperity is based Marchat Wilsin head of Galts trading house in the city is planning a terrible crime against Heshai and Seedless If he succeeds Saraykeht will fallAmat House Wilsins business manager is a woman who rose from the slums to wield the power that Marchat Wilsin would use to destroy her city Through accidents of fate and circumstance Amat her apprentice Liat and two young men from the farthest reaches of their society stand alone against the dangers that threaten the city,2127,4453,3533,1002,350,11465,"sff, unfinished, scribd, sf-fantasy, fantasy-scifi, dropped, reviewed, audiobooks, fantasy-epic, might-read, novels, fantasy-sci-fi, e-book, unread, genre-fantasy, novel, hoopla, favorites, fiction-fantasy, to-read, adult, male-author, library, default, owned, ebook, abraham-daniel, to-read-fiction, currently-reading, fiction, fantasia, e-books, science-fiction-fantasy, on-my-kindle, steampunk, series, fantasy-tbr, maybe-read, daniel-abraham, wish-list, audio_wanted, magic, recommended, speculative-fiction, favourites, asian-fantasy, read-2013, series-completed, adventure, sci-fi, have, epic, science-fiction, sci-fi-and-fantasy, long-price-quartet, audiobook, adult-fantasy, scifi, epic-fantasy, scifi-fantasy, on-kindle, tbr, audio, tbr-fantasy, to-read-fantasy, fantasy-series, books-i-own, books, fantasy-read, owned-books, fantasy-fiction, fantasy-and-sci-fi, dnf, consideration, ebooks, sf, owned-ebook, first-in-series, high-fantasy, to-buy, maybe, abandoned, first-in-a-series, dark-fantasy, did-not-finish, digital, fantasy-to-read, politics, series-to-read, freebie, finished-series, read-in-2016, kindle, own-kindle, fantasy-sf, a, fantasy, i-own, sci-fi-fantasy, 2000s"
Long Shadows Truth Lies and History,Erna Paris,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312036273l/210._SX98_.jpg,496,4.19,14,Winner of the Pearson Writers Trust NonFiction Prize the inaugural Shaughnessy Cohen Prize for political writing and the Dorothy Shoichet Prize for History from the Canadian Jewish Book AwardsOne of the most urgent issues facing the world today is how countries shape historical memory in the aftermath of calamity making decisions that cast long shadows into the future Combining gripping storytelling with sharp observation Erna Paris takes us on an extraordinary journey through four continents to explore how nations reinvent themselves after cataclysmic events She travels through the United States with its longburied memory of slavery to South Africa where the Truth and Reconciliation Commission struggles to heal the wounds left by apartheid to Japan France and Germany where the unresolved pain of Hiroshima and the Holocaust still resonate and to the former Yugoslavia where she exposes the cynical shaping of historical memory Through its insightful analysis Long Shadows compels us to question where we stand as individuals in relation to our own collective histories,38,26,11,3,2,80,"library, currently-reading, history, default, owned, nonfiction, non-fiction, to-read"
New Hope for the Dead Hoke Mosely 2,Charles Willeford,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,244,3.87,116,Miami homicide detective Hoke Moseley is called to a posh Miami neighborhood to investigate a lethal overdose There he meets the alluring stepmother of the decedant and begins to wonder about dating a witness Meanwile he has been threatened with suspension by his ambitious new chief unless he leaves his beloved if squalid suite at the El Dorado Hotel and moves downtown With free housing hard to come by Hoke is desperate to find a new place to live His difficulties are only amplified by an assignment to reinvestigate fifty unsolved murders the unexpected arrival of his two teenage daughters and a partner struggling with an unwanted pregnancy With few options and even fewer dollars he decides that the suspicious and beautiful stepmother of the dead junkie might be a compromised solution to all of his problemsPacked with atmosphere and humor New Hope for the Dead is a classic murder mystery by one of the true masters of the genre Now back in print Charles Willeford’s tour de force is an irresistible invitation to become acquainted with one of the greatest detective characters of all time,299,543,303,70,3,1218,"americana, library, miami, my-library, ebooks, default, owned, crime, ebook, mystery-noir, 1980s, noir, detective, willeford, hard-boiled, crime-detective, mystery, currently-reading, fiction, usa, audiobook, not-read, florida-fiction, novels, police-procedural, mysteries, crime-noir, charles-willeford, part-of-a-series, kindle, english, e-book, american, crime-fiction, e-books, mystery-thriller, crime-mystery-thriller, books-i-own, thriller, favorites, narrativa, mystery-suspense, florida, crime-mystery, to-read"
